id,sha256,label,year,split,pkg_name,market,source_split
011b447a9026aeb8748fe9e9de216d087f8573444850d523ed3b403d3203658a,011b447a9026aeb8748fe9e9de216d087f8573444850d523ed3b403d3203658a,0,2021,train,com.vetconnect.user.vetconnect,play,train
011e40d6654508725b257d9c394406ecf33586c9c407cffab7407be8a88c31ab,011e40d6654508725b257d9c394406ecf33586c9c407cffab7407be8a88c31ab,1,2021,train,com.zsyj.aipaper,other,train
011f2f571c6f5f6377bc8307d667c0f9f0839d713fcc22f000db454c3c389288,011f2f571c6f5f6377bc8307d667c0f9f0839d713fcc22f000db454c3c389288,1,2022,train,com.mf070230.be798,other,val
0121beeb3cd14dc7b66ca5ec389c5e4124358067d4d062d2e3902f23d1725608,0121beeb3cd14dc7b66ca5ec389c5e4124358067d4d062d2e3902f23d1725608,0,2019,train,com.cashsmartsd,play,train
012ce9c328925a5b0280a73e713cf11ec23ab26d3a66f86a3ae9d772d5e30ade,012ce9c328925a5b0280a73e713cf11ec23ab26d3a66f86a3ae9d772d5e30ade,1,2019,train,com.decrepitude.etucated,other,train
013647cf764be22328f4bc651a64fabc9726a0bc9efb3f61b8dad20405ffbf48,013647cf764be22328f4bc651a64fabc9726a0bc9efb3f61b8dad20405ffbf48,1,2024,train,com.chating.messages.chat.fun,play,test
014036e78380a324c6e2f4a7c4d863777c2cec91bc0a3ff721be91630806ae6c,014036e78380a324c6e2f4a7c4d863777c2cec91bc0a3ff721be91630806ae6c,0,2024,train,de.lecturio.android.cunursing,play,test
014380a2954cfcbd89bbb071c8d3f57bcf0711f1e3f5ee6f92be696968b8b89c,014380a2954cfcbd89bbb071c8d3f57bcf0711f1e3f5ee6f92be696968b8b89c,0,2022,train,gh.cloneconf.nedium,other,val
014bfe34be77d061caa02c29c3932bd62efc7274c09c355d5a920d63485e72fc,014bfe34be77d061caa02c29c3932bd62efc7274c09c355d5a920d63485e72fc,0,2023,train,dev.intelbox,play,test
015c08f64d2a4fea129d58c805dd74f9b45fb7f5a16d79a943a8f6772da66c4c,015c08f64d2a4fea129d58c805dd74f9b45fb7f5a16d79a943a8f6772da66c4c,0,2018,train,com.laithnayefappz.yuyuyahhhhhha,play,train
0166cd72775107fe3a9c7e4e0e2c7f56b2b2c02f62f91f4bcbcb944263ea83f7,0166cd72775107fe3a9c7e4e0e2c7f56b2b2c02f62f91f4bcbcb944263ea83f7,0,2021,train,com.HipHop.myandroapps,play,train
016eb95fd2b60533daea10a6b01174067b5e10f2437756bed21006d08351f013,016eb95fd2b60533daea10a6b01174067b5e10f2437756bed21006d08351f013,1,2021,train,com.xvideostudio.gifguru,other,train
017aaeb2a2714c25ed515395ff1727be2a1a3072e43d7a0f3c68e2d0ee2914e3,017aaeb2a2714c25ed515395ff1727be2a1a3072e43d7a0f3c68e2d0ee2914e3,0,2020,train,com.gtclient.activity,other,train
01804508d64a1f1c73dbb7bbfa471f835b93679ac611b75faea84873efef1f1e,01804508d64a1f1c73dbb7bbfa471f835b93679ac611b75faea84873efef1f1e,1,2021,train,com.wUTHStaffCICS_13571235,play,train
018b00f9db1e33ddf5a2f6362a2b5767d361732bff8ff1de316ecf1c31437de7,018b00f9db1e33ddf5a2f6362a2b5767d361732bff8ff1de316ecf1c31437de7,0,2018,train,army.men.photo.suit.latest,play,train
01928733ab46086f83bc3cd10e88e047db427e116c732d43a385bc7755e74c15,01928733ab46086f83bc3cd10e88e047db427e116c732d43a385bc7755e74c15,1,2020,train,com.amjseg679.bgs679ejm,other,train
019bf78b8a9d92a389814f754c429fa3a5cb292e63d7f9619fd23dfdc1cb7cb7,019bf78b8a9d92a389814f754c429fa3a5cb292e63d7f9619fd23dfdc1cb7cb7,0,2019,train,al.merrjep,play,train
01a2f4e2fbe8ce9b34d57c7584d05f72a20b0369f46ab46c89950809358f0f9d,01a2f4e2fbe8ce9b34d57c7584d05f72a20b0369f46ab46c89950809358f0f9d,1,2018,train,com.WomenHairstyling.kamiati,play,train
01a350384eb7099a000014b04ef4e22a646f73d5d92eb3b5f936c48813803300,01a350384eb7099a000014b04ef4e22a646f73d5d92eb3b5f936c48813803300,0,2024,train,com.verified,play,test
01aa762af08277d55ef5998c10cd1994b43f7ffc72f1ba6f55f9f37ea452db10,01aa762af08277d55ef5998c10cd1994b43f7ffc72f1ba6f55f9f37ea452db10,0,2020,train,com.dlfqor.trot.bongsung,play,train
01ac122efdbbe58d13184b96afd365fe5f1eb233d5338236be6546fe4067f5d0,01ac122efdbbe58d13184b96afd365fe5f1eb233d5338236be6546fe4067f5d0,1,2021,train,com.tsci.rfr,play,train
01bb84e4353659880b1197d7d27422fe7b76ad45713e7d55404362a47f9f361b,01bb84e4353659880b1197d7d27422fe7b76ad45713e7d55404362a47f9f361b,1,2018,train,com.cio.project,other,train
01c81b9ddcd8ac53a60034ca760dacc64d90af60182256436d253e9dd0a93be2,01c81b9ddcd8ac53a60034ca760dacc64d90af60182256436d253e9dd0a93be2,1,2018,train,com.sem7sem.WallpapersMercedesBenzE,play,train
01cb0df5043ff7be6d06dd1d0cd3790b0844b4fb1e8db1295071d18f8256c053,01cb0df5043ff7be6d06dd1d0cd3790b0844b4fb1e8db1295071d18f8256c053,1,2021,train,com.azzzb.game.Pro,play,train
01d67ad531c6929df194027c01d078dac8adba0d9a785323de593f97a59a2a44,01d67ad531c6929df194027c01d078dac8adba0d9a785323de593f97a59a2a44,1,2020,train,com.eggegg.kidmath4g,play,train
01d74c349996d5db593647a1ee86a706586c433d95179663ff18113050e2355f,01d74c349996d5db593647a1ee86a706586c433d95179663ff18113050e2355f,1,2019,train,com.touch18.hzhj.app,other,train
01e6497be0f081ba7eef248127b6534ef84020ea19236b5c8982194ac937a937,01e6497be0f081ba7eef248127b6534ef84020ea19236b5c8982194ac937a937,1,2018,train,ChinaNote.Activity,other,train
01eeaf488ff8b9a02260c908056f3c712b9e1a634559b3ddf6c23169f734a4ba,01eeaf488ff8b9a02260c908056f3c712b9e1a634559b3ddf6c23169f734a4ba,1,2021,train,com.wlkjsd.shipper,other,train
02049fa6ce2d3bf041f93111913fae3e645780f73237c79b8afe3ca86fc4c870,02049fa6ce2d3bf041f93111913fae3e645780f73237c79b8afe3ca86fc4c870,1,2024,train,com.mobilexsoft.ezanvakti,play,test
020874d7eecc47b878638ed0121701b366c7d474c0929fccfd3b19c43c883729,020874d7eecc47b878638ed0121701b366c7d474c0929fccfd3b19c43c883729,0,2022,train,com.zeachin.orange,other,val
021224b40062c9a5270d822cf4104c3b7c0f52425c32af6e75064573fc48d867,021224b40062c9a5270d822cf4104c3b7c0f52425c32af6e75064573fc48d867,1,2021,train,com.eclite.activity,other,train
02128f614dccf16cca5ef6981bebc0efdbe18b5e334875fa38c65921e9843ffc,02128f614dccf16cca5ef6981bebc0efdbe18b5e334875fa38c65921e9843ffc,1,2019,train,com.kingroot.RushRoot,other,train
02145d99f0b6b728165a74ffc3bd8daacec1e5d715987443a4c7fef155ca79f6,02145d99f0b6b728165a74ffc3bd8daacec1e5d715987443a4c7fef155ca79f6,1,2020,train,com.ry.sqd,other,train
0218870f936f33f330c33af2ce0ad7cede64faadccffdef7449b53ba59cfd7df,0218870f936f33f330c33af2ce0ad7cede64faadccffdef7449b53ba59cfd7df,1,2022,train,com.c4d79e.l00bfc,other,val
021f2ad05ee62783e23bcc2a82909acb76e9c8b5622db2acd44ec8cf78bdc434,021f2ad05ee62783e23bcc2a82909acb76e9c8b5622db2acd44ec8cf78bdc434,0,2018,train,com.pearlsoft.teddybearframes,play,train
0227b559d339e28eda13711e9c69c5c1d6190b5c022beb8787d467389ee90ac7,0227b559d339e28eda13711e9c69c5c1d6190b5c022beb8787d467389ee90ac7,0,2018,train,offline.mapas.mapas.morocco,play,train
022b0d8763918c9f91538916aeb54624318f4daf124a1e9387e6cd7845bd2d50,022b0d8763918c9f91538916aeb54624318f4daf124a1e9387e6cd7845bd2d50,0,2020,train,com.yundu.YaLiMaino876oApp,other,train
022ba4d99259aed33db9537a60eb6581f34092a57029007303fa43efbdf0f1f0,022ba4d99259aed33db9537a60eb6581f34092a57029007303fa43efbdf0f1f0,0,2024,train,com.wicodes.my_data_manager,play,test
022cc994f92fda668e35d133929fbc0b6248ad1b8524559976fa1b038a5cb6a6,022cc994f92fda668e35d133929fbc0b6248ad1b8524559976fa1b038a5cb6a6,0,2019,train,com.fryad.dictionary,play,train
022d4ee5c3e96f37cd003fbae64386e9fd5fbe4bf9c17ac93e4f6061d9b40507,022d4ee5c3e96f37cd003fbae64386e9fd5fbe4bf9c17ac93e4f6061d9b40507,0,2023,train,com.ingics.tag.igstagconfig,play,test
023a7ac5046ca394bc3985d6cade11eb41d1ad5319a946e170db8023f87c3812,023a7ac5046ca394bc3985d6cade11eb41d1ad5319a946e170db8023f87c3812,1,2018,train,com.cmcc.healthcare.android.independences,other,train
023c970e1c096cfd11773630cb170fe73ca674e2710a8991f3cc944436c59bb9,023c970e1c096cfd11773630cb170fe73ca674e2710a8991f3cc944436c59bb9,0,2024,train,com.fitnessmobileapps.santacruzcorefitness,play,test
023cf3be545b48b93a74e399bc9914c6eb31df7da91c670bc1f88c625fd83e40,023cf3be545b48b93a74e399bc9914c6eb31df7da91c670bc1f88c625fd83e40,1,2022,train,com.chy.mahjong.gzh,other,val
0244915736677dc2ea8fac55a692796d2839b6d3033025feafedd360b06077f4,0244915736677dc2ea8fac55a692796d2839b6d3033025feafedd360b06077f4,0,2021,train,com.bandarini.rondafel,play,train
0249a66104dcc63599d417d8e36d7f88e988226fcffeb9364d89fd2542ba8ca1,0249a66104dcc63599d417d8e36d7f88e988226fcffeb9364d89fd2542ba8ca1,0,2018,train,com.inquesttechnologies.iqmobile,play,train
024bd0a0065a6e8f92cd6c8565ccdd5825df9a96d3a11b0b9c6573de65f8f0a6,024bd0a0065a6e8f92cd6c8565ccdd5825df9a96d3a11b0b9c6573de65f8f0a6,1,2020,train,com.foresee.mobile.snds,other,train
02530183da02d15003e1710091c7077ec3774741ec4584ffcf89ae211f153d44,02530183da02d15003e1710091c7077ec3774741ec4584ffcf89ae211f153d44,0,2022,train,com.dollgame.squidcallfake,play,val
025bf84f7c63aac17bf46463c3554c4a1be9a4bde0a8b2bc96075566137f843d,025bf84f7c63aac17bf46463c3554c4a1be9a4bde0a8b2bc96075566137f843d,1,2020,train,com.yxsoft.launcher,other,train
0285844647f1660d9367537baec8db4a726ac302937ca251f986748e7597d5eb,0285844647f1660d9367537baec8db4a726ac302937ca251f986748e7597d5eb,1,2023,train,com.annie.annieforchild,other,test
0289866e5e01f04163ea7eb81a520323bda18ef62f0b430b1001804e5041e9c9,0289866e5e01f04163ea7eb81a520323bda18ef62f0b430b1001804e5041e9c9,0,2018,train,com.jb.gokeyboard.theme.timgreenflamekeyboard,play,train
02939c787df5d0f9efeb8b08efcb3af2f801236589fd1988cadfa2e199d9d648,02939c787df5d0f9efeb8b08efcb3af2f801236589fd1988cadfa2e199d9d648,1,2018,train,com.CutUpTshirtIdeas.bk1design,play,train
029e3e1d05a8cfa65ff34ed045871c7d5d4a8f6c2d087dbc3e47403aa1a576df,029e3e1d05a8cfa65ff34ed045871c7d5d4a8f6c2d087dbc3e47403aa1a576df,1,2022,train,com.fengwuzhibo,other,val
02a51b0c81bd1c8d0a73583ed01c08b6d7dd59f22fa11baf7f26e1bf19ee0897,02a51b0c81bd1c8d0a73583ed01c08b6d7dd59f22fa11baf7f26e1bf19ee0897,0,2024,train,co.communico.slcls,play,test
02aba421843795f5411050a523fc098de5efcee7c26ffc58169c102fe6555da9,02aba421843795f5411050a523fc098de5efcee7c26ffc58169c102fe6555da9,0,2022,train,com.FreshLemonadeTeamLtd.CockroachCrush,play,val
02ae8bd924e35a75cd1d91df913986eddcbcb1c79c73eecf7a928a9cf3883966,02ae8bd924e35a75cd1d91df913986eddcbcb1c79c73eecf7a928a9cf3883966,1,2019,train,com.xinmei365.font,other,train
02bb732030ad9fa422332139ab655a11c944e5246d07247c80983406940ffa77,02bb732030ad9fa422332139ab655a11c944e5246d07247c80983406940ffa77,1,2019,train,com.dataoke.shoppingguide.app629461,other,train
02c431cafff849a30487dcabbb44f4cd57a94a55e4dda93c09ae0924dff8b132,02c431cafff849a30487dcabbb44f4cd57a94a55e4dda93c09ae0924dff8b132,1,2021,train,com.xvideostudio.gifguru,other,train
02c532fc12fde651ba5cda5f4fd248076c8011a69aa11243e2f68aeb04c500f5,02c532fc12fde651ba5cda5f4fd248076c8011a69aa11243e2f68aeb04c500f5,1,2021,train,com.subor.pcp.parent,other,train
02cd9df84400d43cc69aa72eeb42969060607ba8641a0cf24e1f0e10250e011c,02cd9df84400d43cc69aa72eeb42969060607ba8641a0cf24e1f0e10250e011c,0,2024,train,org.xcsoar,other,test
02d92a7cc74f5a2c1c7408904260508474ef5ee1a15ce2b99dae18cfba814f5d,02d92a7cc74f5a2c1c7408904260508474ef5ee1a15ce2b99dae18cfba814f5d,1,2024,train,com.dasheng.talk,other,test
02dc291ce480a8ac88e1429ccfe3d41272b6c9f2f128915728a4b83317ed3a56,02dc291ce480a8ac88e1429ccfe3d41272b6c9f2f128915728a4b83317ed3a56,1,2020,train,com.pet.animal.puppy.run.sultan.games,play,train
02e280ada20a52c03d3758fe33f35ed15edf7e68629393f490a9a985447cb39a,02e280ada20a52c03d3758fe33f35ed15edf7e68629393f490a9a985447cb39a,1,2019,train,nang.dv,other,train
02ee1f3ad3d4e7f42ecf3ef5ec0fefc0f3b236f186f74994c578204b1156cf7f,02ee1f3ad3d4e7f42ecf3ef5ec0fefc0f3b236f186f74994c578204b1156cf7f,1,2021,train,com.baoruan.theme.nbaizazeeHMgMuNicgn,other,train
02eee1f8100e79a56132c78e60c77f0917bb62d3480415a7a421e0b60e6c9b64,02eee1f8100e79a56132c78e60c77f0917bb62d3480415a7a421e0b60e6c9b64,1,2022,train,com.example.zy.flowerswelfare,other,val
02f63c40fb3b9f09756befa99e30df8d35641b9dcc669a5d5e0333045a5bbe0d,02f63c40fb3b9f09756befa99e30df8d35641b9dcc669a5d5e0333045a5bbe0d,0,2024,train,nutstore.android.scanner,other,test
02f74618761187472254dfb0e1e692efc36dfb562344b43abe2e550c3aa5618a,02f74618761187472254dfb0e1e692efc36dfb562344b43abe2e550c3aa5618a,1,2018,train,com.baidu.multiaccount,other,train
02f9fd9c449b9f2811a54dcaf0068ae95b79eda568d89695e936b32ec4057bc3,02f9fd9c449b9f2811a54dcaf0068ae95b79eda568d89695e936b32ec4057bc3,0,2023,train,com.rainbooow.friends.rainbow,play,test
02fa91813cb12c451e5ea48821ff5bf726b16a2382e2e52530cc80a68e41cdd7,02fa91813cb12c451e5ea48821ff5bf726b16a2382e2e52530cc80a68e41cdd7,0,2020,train,com.mobilecoloring.bluehedgehog,play,train
02ffe01d131013ec1d7ac3d847ec6b88a07c008546b32f4471283aa0dbc674bb,02ffe01d131013ec1d7ac3d847ec6b88a07c008546b32f4471283aa0dbc674bb,1,2019,train,com.wpzxjy.app.ui,other,train
0304db44f07098f4f578e8bc155675071f199c748d5d09c6358a1b1f60d7807a,0304db44f07098f4f578e8bc155675071f199c748d5d09c6358a1b1f60d7807a,0,2020,train,com.Bluapps.unoliveradioappfm,play,train
030f48c5cbe9a9813d0171655d6e631fe6d113cc3e42097ae164179be83e661a,030f48c5cbe9a9813d0171655d6e631fe6d113cc3e42097ae164179be83e661a,1,2018,train,com.huntersun.cctsjd,other,train
03119ca373a70a73447c5e8e442b5e041cbc037935017c5f889cb9e7217ea1ae,03119ca373a70a73447c5e8e442b5e041cbc037935017c5f889cb9e7217ea1ae,0,2019,train,com.patreon.android,play,train
031b22638356162d677979ab0a893450d4dfe326432a090cdab32b6cb53c684a,031b22638356162d677979ab0a893450d4dfe326432a090cdab32b6cb53c684a,1,2021,train,com.fengyuncx.passenger,other,train
03276b59cfeaca789d62983af1939e6ba48efa8b92b82d3abef80ae6e5e3bec7,03276b59cfeaca789d62983af1939e6ba48efa8b92b82d3abef80ae6e5e3bec7,1,2018,train,com.soku.videostore,other,train
03288ef64d30b171105edb8b1612c82ff74c1f7ab354fc366ac2b50f58f6eb12,03288ef64d30b171105edb8b1612c82ff74c1f7ab354fc366ac2b50f58f6eb12,1,2023,train,com.moon.baby.study.chinese.character,other,test
03374e9f988254835943492b31ddc5bd84d1167d05c7c4cfaf9ef1cdd2e81d86,03374e9f988254835943492b31ddc5bd84d1167d05c7c4cfaf9ef1cdd2e81d86,0,2021,train,com.n2xpress.app,play,train
034588673546d24e0bf11b5a5a2a950a398636935c405c8e7e8821477f44b28a,034588673546d24e0bf11b5a5a2a950a398636935c405c8e7e8821477f44b28a,1,2023,train,com.trkstudio.wordgame,play,test
034f1e62279c2b20910873dad4e69f55cf707330b6d45a41707b301e88cd3d52,034f1e62279c2b20910873dad4e69f55cf707330b6d45a41707b301e88cd3d52,0,2023,train,dev.finebuild.zawednetvip,play,test
035203eee32852db188540285fd1509435e63a301751229a90fd53c857251c08,035203eee32852db188540285fd1509435e63a301751229a90fd53c857251c08,1,2023,train,com.judian.yidantiao,other,test
03556ba275bb6acb837e89eba394f2f8f81afe9dd37cbe9ed9a6ed101929b018,03556ba275bb6acb837e89eba394f2f8f81afe9dd37cbe9ed9a6ed101929b018,1,2023,train,com.kangfuzi.lefthanddoctor,other,test
0356a4e310a6a57c601f47a276e06ceeef1a53c6c803c93f255001abcc2af2a4,0356a4e310a6a57c601f47a276e06ceeef1a53c6c803c93f255001abcc2af2a4,1,2023,train,com.wyt.iexuetang.hd.xxtb,other,test
03593c578db394d18738c32bc5ed807d5cf45718a2b2586f823c03f09c78ff14,03593c578db394d18738c32bc5ed807d5cf45718a2b2586f823c03f09c78ff14,1,2021,train,com.jtkp.jqc,other,train
035a3420114ce24b94c081a62294671c3d441e1b503179317907e3f1c6d7e213,035a3420114ce24b94c081a62294671c3d441e1b503179317907e3f1c6d7e213,1,2019,train,com.openmygame.games.kr.client,other,train
035d9737cea53e2b72fbc33f9291a7553a95ee5170ef183ec74a01cbccad53ef,035d9737cea53e2b72fbc33f9291a7553a95ee5170ef183ec74a01cbccad53ef,1,2020,train,app.vpn.tiger,play,train
0375d1a751c41534673b618219a6afff1834292f68462bf97fffd8940e642874,0375d1a751c41534673b618219a6afff1834292f68462bf97fffd8940e642874,0,2021,train,com.marcotls.icons.h2o.free,play,train
037fe2bbe0913214c9a6f2c88d465707c339ebf9ece06633bb5c76ffebbfcb5e,037fe2bbe0913214c9a6f2c88d465707c339ebf9ece06633bb5c76ffebbfcb5e,1,2021,train,com.xs.healthtree,other,train
0386f0821ff74dedef47521de7e096b032539a94514322c8eee04aebaa1ba689,0386f0821ff74dedef47521de7e096b032539a94514322c8eee04aebaa1ba689,0,2021,train,com.medefy.bekaertdeslee,play,train
0387638e4c72f2a0cb34fb1be2ea47f34bca8e473c9536a7b434692a08cdbb4e,0387638e4c72f2a0cb34fb1be2ea47f34bca8e473c9536a7b434692a08cdbb4e,0,2020,train,com.appcup.oracle.bubble,play,train
0389d6cf631c0683b87be7dcb7f5ad7765f853f6f217168595298aac5c90c340,0389d6cf631c0683b87be7dcb7f5ad7765f853f6f217168595298aac5c90c340,0,2018,train,com.editgridbuilder.collagephoto,play,train
039f4bf6d92c07d76fca1978d2cc8b4516c3fd92ac8dfbad354df95e9fb1ec32,039f4bf6d92c07d76fca1978d2cc8b4516c3fd92ac8dfbad354df95e9fb1ec32,1,2019,train,com.wvh.rjvvqb,other,train
03a3e570cd081993cca2856a7b249ba61eb439a0f75d49a985d104d0a47d3152,03a3e570cd081993cca2856a7b249ba61eb439a0f75d49a985d104d0a47d3152,0,2021,train,com.milaapp.mila,play,train
03b5abee279960fe208af174efa29b5066702479bec72879905abba1cfc6f48f,03b5abee279960fe208af174efa29b5066702479bec72879905abba1cfc6f48f,0,2022,train,ir.amoozesh3.gitar,other,val
03c1ed1bdaef2ffb650449f986f275fdf71c5a7809fc29abadf206d4f00f5a59,03c1ed1bdaef2ffb650449f986f275fdf71c5a7809fc29abadf206d4f00f5a59,0,2023,train,com.dasigames.policeofficer,play,test
